source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/11/14,Battle-No change of territory,1,36.6195,Beni Douala,4.0828,"In the town of Beni Douala in Tizi Ouzou, a militant was eliminated by the ANP and a Kalashnikov automatic rifle, two trimmed chargers, binoculars and six mobile phones were recovered. A roadside bomb was destroyed on site.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/3/16,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,Algerian army kills gunman in offensive in Tizi Ouzou.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/9/23,Battle-No change of territory,1,36.7305,Yakouren,4.4365,A militant was killed in the locality of Yakourane in Tizi Ouzou by units of the PeopleÕs National Army (ANP).,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/1/17,Battle-No change of territory,2,36.5646,Lakhdaria,3.5933,in anÊambushÊset up by a military unit in Lakhdaria.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/9/20,Battle-No change of territory,2,36.85,Sidi Abdelaziz,6.05,Algerian soldiers killed two armed Islamists on Saturday in an army sweep on Mount Seddat in the Sidi Abdelaziz area in the Jijel region east of the capital.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/10/26,Battle-No change of territory,2,36.681,Mechta Ouled Amrane,6.0718,Two militants were killed in an ambush by a detachment of the units of the Peoples National Army in Mechtet Oulad Amrane in Jijel.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/1/15,Battle-No change of territory,2,36.2646,El Omaria,3.0308,"and seized two pieces of weapons in a carefully-planned operation in Bata, El Omaria, Medea province",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/9/28,Battle-No change of territory,2,34.7878,Telagh,-.5706,"Two soldiers were ambushed as they inspected a power plant in the town of Telagh, 150 kilometres (95 miles) south of Algerias second city Oran by Islamist gunmen.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/9/8,Battle-No change of territory,2,36.888,Ain Zouit,6.7854,"Two militants were killed in Ain Zouit in Skikda (510km east of Algiers) by a detachment of the National Popular Army (ANP),",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/5/12,Battle-No change of territory,2,20.4163,Tin Zaouatine,3.3865,"Soldiers found the bodies of two Islamist fighters on Monday at Tin Zaouatine inÊAlgeriasÊfar south, after a gunÊbattleÊwith the army",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/11/20,Battle-No change of territory,2,36.5493,Damous,1.7058,"Two armed Islamists were killed Thursday night by the Algerian army near Damous in the region of Tipaza, some 70 km west of Algiers,",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/4/25,Battle-No change of territory,2,36.5717,Gouraya,1.9035,Algerian soldiers killed two armed Islamists and recovered weapons and ammunition in an operation 100 kilometres (60 miles) west of the capital.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/4/13,Battle-No change of territory,2,36.5991,Kuku,4.3608,.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/10/7,Battle-No change of territory,3,34.1847,Ras El Miaad,4.4494,"Three Islamist militants were killed Tuesday near the locality of Ras el-Miaad, west of the province of Biskra (425-km southeast of Algiers), by a detachment of the special units of the Peoples National Army (ANP)",1,2014
Police Forces of Algeria (1999-),Islamist Militia,2014/10/16,Battle-No change of territory,3,36.2746,Bordj Zemoura,4.8567,"Three policemen were killed when Islamist militants opened fire in anÊambushÊof their patrol in Zemmoura, 35 kilometres (25 miles) from the town of Bordj Bou Arreridj.",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/1/9,Battle-No change of territory,3,36.5344,Kadiria,3.6828,Algerian army kills three Islamist militants in eastern Bouira region.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/10/10,Battle-No change of territory,3,36.5,Maala,3.5833,"Three suspected militants were killed on Friday in the Commune of Maala in the Lakhdaria area of Bouria, 120 kilometres (75 miles) east of Algiers in an operation by the Algerian army.",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/12/20,Battle-No change of territory,3,36.8558,Sidi Daoud,3.8567,"Algerian soldiers shot dead three Islamist gunmen on Saturday in a mountainous area near Sidi Daoud, 60 kilometres from the city of Boumerdes.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/1/15,Battle-No change of territory,3,32.928,Hassi RMel,3.271,"An army unit on January 15th killed three militants. An infiltration attempt by an all-terrain vehicle was spotted in gas-rich Hassi Rmel in southernÊAlgeria, and military helicopters targeted and destroyed the vehicle,ÊkillingÊthose inside.",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/3/2,Battle-No change of territory,3,36.7066,Sidi Ali Bounab,3.8749,The Algerian army killed three Islamist militants Sunday during an operation in a mountainous area of the eastern Kabylie region,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/3/19,Battle-No change of territory,3,36.7118,Tizi Ouzou,4.0459,Algerian troops killed three suspected militants on Wednesday as they pressed a sweep through mountains east of Algiers,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/1/16,Battle-No change of territory,3,36.522,Ouacifs,4.2049,"in Ouacifs, south-east of Tizi Ouzou, local security sources said. One soldier died in theÊclash.",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/4/13,Battle-No change of territory,4,35.4358,Khenchela,7.1433,A military unit carrying out search operations in the eastern Khenchela region killed four militants on 13th April.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/10/11,Battle-No change of territory,5,36.5,Maala,3.5833,"The Algerian army announced the death of five suspected Islamist militants on Saturday from clashes in the Commune of Maala, in the Souk El Khemis District of Bouira.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2014/10/2,Battle-No change of territory,5,23.6025,Tiririne,8.5145,"The Algerian army on Thursday killed five foreign individuals, including a Libyan, near the border with Niger in the locality of Tiririne. The army said two 4x4 vehicles were destroyed in the incident late Thursday but did not elaborate on the",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2014/3/19,Battle-No change of territory,5,26.5048,Illizi,8.4812,Five Libyan militiamen were killed by military units inÊAlgeriasÊIlizi province.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/11/16,Battle-No change of territory,7,21.3292,Bordj Badji Mokhtar,.9479,Algerian army troops killed 7 militants and arrested one another in two separate operations near the southernmost locality of Bordj Badji Mokhtar.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/3/14,Battle-No change of territory,7,35.1968,Elma Labiod,8.1759,"Algerian forces killed seven armed Islamists on the countrys eastern border who had entered from Tunisia. A firefight broke out near El Ma Labiod in the Tebessa region, and the militants were chased to Mount Boudjelal, where troops surrounded t",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2014/5/19,Battle-No change of territory,8,28.1202,Bordj Omar Driss,6.8186,"The army killed eight individuals belonging to armed Libyan militias on [19 May], near the borders with Libya, while they were inside two 4x4 cars.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Tunisia),2014/1/21,Battle-No change of territory,8,35.7333,Ain el Kerma,3.1833,"was encircled the day before yesterday [21 January] in Skhira Mountains, only 500 meters away from the boundary marking separating the Algerian-Tunisian border, in the town of Ain Kerma (El Tarf wilaya), by forces of the National Gendarmerie.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2014/5/27,Battle-No change of territory,15,36.5897,Tipaza,2.4475,.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/7/25,Battle-No change of territory,0,35.5047,Oued Chaaba,6.0778,before helicopters were dispatched to reinforce the troops.,1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/5/3,Battle-No change of territory,1,36.0993,Sidi Khlifa,2.2739,A gunman was killed on Sunday by units of the National Peoples Army (ANP) near the locality of Sidi Khlifa (Ain Defla) during a military operation where a kalachnikov et various ammunitions were also seized.,1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/6/24,Battle-No change of territory,1,36.3513,Tacheta Zougagha,1.641,Military units killed one armed militant near the town of Tacheta Zougagha. The army seized a semi-automatic rifle and ammunitions during the operation.,1,2015
Military Forces of Algeria (1999-),Islamist Militia,2015/4/24,Battle-No change of territory,1,36.2931,Djaafra,4.6636,"According to ministerial sources, an armed man was killed, on Friday afternoon, in an ambush near the town of Djaafra, province of Bordj Bou Arreridj, by Algerian military forces. During the operation, a kalachnikov, a handgun and several ammun",1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/4/3,Battle-No change of territory,1,36.4764,Djebahia,3.7588,"An armed man was killed by the army units in the area of Djabahia, Bouira.",1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/7/12,Battle-No change of territory,1,36.4764,Djebahia,3.7588,"A gunman was killed by the army in the locality of Ziraoua, commune of Djabahia. During the operation, a Kalashnikov sub-machine gun, a quantity of ammunition, detonation tools and a mobile phone were seized.",1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/4/5,Battle-No change of territory,1,36.6377,Larbatache,3.3713,"An armed combatant was killed in an ambush on Sunday by a detachment of the Peoples National Army (ANP) at Oued Larba‰tache in the province of Boumerdes. The operation resulted in the recovery of a Kalashnikov submachine gun, a quantity of ammu",1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/11/18,Battle-No change of territory,1,36.8162,Douar Ouled Arbi,6.322,Algerian army killed an armed gunman in Ouled Arbi and seized a Kalashnikov machine pistol.,1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/12/18,Battle-No change of territory,1,36.8305,Ras Ameharane,6.174,"During a ambush near the locality of Ras Amahrane in El Milia, a detachment of the Peoples National Army of the operational area of Jijel (5th Military Region) killed, on 18 December 2015, a gunman and recovered a Kalashnikov submachine gun and",1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/7/12,Battle-No change of territory,1,35.67,Ain el Hadjel,3.8815,A gunman was killed and another arrested by the army in Msila. The operation was carried out near the town of Ain El Hadjel when a car carrying two suspicious people was controlled by elements of the National Gendarmerie. Following a shoot-out,1,2015
Military Forces of Algeria (1999-),Unidentified Armed Group,2015/11/8,Battle-No change of territory,1,35.9371,Ouled Hellal,2.4984,"An alleged armed militant was killed near the town of Ouled Hellal, south-west of Medea Province.",1,2015
Military Forces of Algeria (1999-),Islamist Militia,2015/5/17,Battle-No change of territory,1,34.9794,Djebel Bou Ietas,-.4475,"A dangerous Islamist militant was killed and a machine pistol recovered following an ambush Sunday a by a detachment of the Peoples National Army near Mount Bou Yatas, province of Sidi Bel Abbes. The operation allowed the recovery of a Kalashni",1,2015
